date,price,index_name,ticker,source
2019-08-13,11018.9501953125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-14,11124.48046875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-16,11139.2900390625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-19,11146.7197265625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-20,11105.83984375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-21,11004.6298828125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-22,10828.6298828125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-23,10915.4599609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-26,11140.849609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-27,11202.9599609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-28,11137.849609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-29,11055.75,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-08-30,11139.7802734375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-03,10911.1796875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-04,10951.009765625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-05,10960.23046875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-06,11054.08984375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-09,11114.990234375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-11,11157.26953125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-12,11112.7802734375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-13,11203.1396484375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-16,11135.23046875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-17,10944.6298828125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
